question,answer
利用现有的线性回归预测模型，一名60岁、BMI为26.5、合并症数量为2、接受了手术、病情严重程度为3的患者，其住院天数预计为几天？,1
在湿度较高（75%）环境下，施加80 kN荷载和20℃温度时，结构响应值具体为多少？,1
在建筑工程质量控制中，如何预测混凝土养护7天后的抗压强度？,1
请基于case2中的运行工况，结合车辆速度和载重对油耗的影响，给出该情况下的百公里油耗预测结果。,1
在水产养殖管理中，若当前鱼类种群数量为50.0千尾，每时间步稳定投放5.0千尾鱼苗，种群是否会持续增长？,1
给定水温为28℃、溶解氧为4.8mg/L、投喂率为2.5%的情况下，鱼类的日均生长率是多少？,1
"当前市场环境下，平台已有90,000用户，广告投入为800元，按照用户增长动态模型，一天后用户数量将达到多少？",1
在生态学研究中，使用Logistic模型分析资源限制对种群增长的影响，当初始种群数量为100，环境承载力为500时，种群在初始阶段的增长速率是多少？,1
基于case3的输入变量，是否可以判断催化剂活性对反应效率的增强作用明显？,1
综合考虑房屋面积、楼层、房龄和距离市中心的距离，case3的房价是否最低？,1
若某水体修复项目中初始污染物浓度为200，使用该模型可得到怎样的时间衰减趋势结果？,1
在结构性能评估中，混凝土养护28天后的抗压强度应如何确定？,1
某景区在非高峰期时，游客自然流入并逐渐趋于稳定，若初始游客数量为200人，速率常数为0.1/小时，经过10小时后游客数量预计会是多少？,1
"在一个离散时间系统中，使用二阶线性差分方程建模，针对case2的数据，若系统参数a=0.8, b=0.1, c=-0.2, d=0.5，计算得到的当前输出y_t应为多少？",1
在农业施肥管理中，如果单位面积施肥量为300kg/公顷，预计作物产量是多少吨/公顷？,1
请根据模型计算建筑面积为85平方米的房屋的月租金收益。,1
某测试案例中发动机排量设定为3.0L，请使用我们的模型计算对应的百公里油耗预测值是多少？,1
基于当前的评估模型，若某人年龄为60岁，BMI为32.0，他的代谢综合征风险指数应为多少？,1
某商品当前售价为100元，成本为60元，预计用户转化率为5%，总访问人数为1000人，该商品的预期利润是多少？,1
在有限资源环境下，若某状态变量初始值为1.0，增长率为0.5，资源限制系数为0.1，求其在时间点0时的增长速率。,1
考虑到实际生产中存在的测量误差和过程波动，如何评估这些不确定性因素对最终产率预测结果的影响程度？,1
在评估制动响应的简化模型中，车辆质量为1500 kg，制动力为1500 N，初始速度为10.0 m/s，求制动6秒后车辆的速度是多少？,1
对于某一食品干燥过程，已知干燥温度为70°C、时间为45分钟、初始水分含量为80%、空气流速为3.0 m/s，使用所建立的模型是否可以准确预测干燥后的水分含量？,1
若需在案例1和案例2之间选择一个进行重点推广，基于模型结果应优先选择哪一个？,1
当某日农产品的实际销售价格调整为10.0元时，当天的销量相较于基础销量会有什么样的变化？,1
在批发价格为15.0元/公斤的情况下，模型计算出的建议零售价格是多少？,1
某工程测量系统中，输出响应由历史激励的积分关系决定，当仿真时间达到5.0时，该系统的响应值是多少？,1
假设已知疾病传播概率和康复概率，当健康但易感人群为800人、患病人群为200人时，下一阶段的感染人数会是多少？,1
如果将反应温度降低至80，压力调整为2.0，催化剂负载量设为40，此时的转化率是多少？,1
"使用我们的信用评分模型，一位年收入为120,000元、负债比率为0.1的客户，其信用评分应为多少？",1
结合case3的配置，广告投入对价格效应的调节作用是否显著？,1
如果调整养殖密度和水温，鱼类的日增重将如何变化？,1
有一笔订单商品单价为80元，销售数量为3件，享受了20%的折扣，免运费，这笔订单的总收益是多少？,1
在给定case2参数配置下，评估交通流在局部区域的流量变化趋势结果是什么？,1
在喷漆工艺中，烘房温度为60摄氏度、空气湿度为40%的情况下，喷漆干燥时间预计为多少分钟？,1
如果按照模型计算，case2的学生在所有变量共同作用下的学习成效预测分数为多少？,1
医院正在评估一位45岁、BMI为22.1、无合并症、未接受手术、病情严重程度为2的患者，根据模型预测，其住院时间应为多少天？,1
若某日农产品的售价为12.0元，结合价格对销量的影响模型，其当天销量相较于基础销量的变化幅度是多少？,1
若将水温调整为28℃，日均摄食量增加至12克，饲料蛋白含量提升到45%，同时将养殖密度控制在10条/立方米，此时鱼类的平均日增重率是多少？,1
在 case1 的环境条件下，作物的生长速率是多少？,1
在文化传媒的内容传播评估中，如何比较案例1和案例2的传播效果指数？,1
在温度26℃、降雨量60mm、施肥量60kg/亩的情况下，模型预测的作物单位面积产量是多少？,1
若某天农产品的进货量调整为15单位，同时销售单价提高到10.0元，这种情况下一天后的库存量预计为多少？,1
某产品推广活动在不同市场参数下的影响存在差异，case2的评分结果是多少？,1
在电子商务运营中，如果我们已知某天的广告支出为200元、折扣率为10%、前一天的订单数量为500单，根据模型预测，当天的订单数量应该是多少？,1
"对于一个采用固定床反应器的工业过程，假设其动力学参数符合阿伦尼乌斯行为，指前因子为 $ 2.5 \times 10^5 \, \text{s}^{-1} $，活化能为 $ 60 \, \text{kJ/mol} $，在反应持续时间为 2.5 小时、温度为 100°C 的条件下，反应转化率能达到多少？",1
在水产养殖中，如何根据实际监测的水温、溶解氧和投喂率计算鱼类的日均生长率？,1
在绩效评估场景中，给定case1的指标值，该员工的综合评分是多少？,1
给定案例中不同污染输入和衰减率参数，如何计算并输出对应的燃油效率预测值？,1
当初始满意度为30.0，且每日新增15项设施时，按照模型计算第二天的满意度值是多少？,1
当输入为 x=-1.5、y=3.2 并引入小幅随机噪声时，系统的具体输出结果是多少？,1
"针对生物系统建模任务，当输入变量取值为 x1=-0.5, x2=0.5, x3=3.0, x4=1.0, x5=3.14 时，系统的非线性输出值是多少？",1
对于初始体重450kg、生长速率0.008/天的牛群，按照指数增长模型计算，其体重达到600kg时大约需要多少天？,1
"某均相液相反应在连续操作条件下运行，已知其指前因子为 $ 4.0 \times 10^7 \, \text{s}^{-1} $，活化能为 $ 70 \, \text{kJ/mol} $，若反应在 120°C 下进行 4.0 小时，此时的转化率是多少？",1
若景区开放时间为12小时，气温适中（25度）、人流量较低（等级2）、景区吸引力评分高达9分且有特别活动进行中，游客的平均停留时间会是多少？,1
对于焊接过程中的热响应分析，位置0.75、时间2.0时的温度应为多少？,1
如果一个学习者的学时为5小时，参与度评分是60，初始知识水平为65，根据模型计算，学习效果得分应为多少？,1
已知房屋面积为120平方米，按照我们的租金建模方法，预期的月租金是多少？,1
假设某日广告投放为9000元，前一天的订单量是200单，那么根据模型预估当天的订单量是多少？,1
在时间 t=10、市场供应量为 20 的条件下，依据模型计算出的价格变化率具体数值是多少？,1
在指定油门开度为0.3、综合阻力达到2.0的条件下，车辆的加速度变化是否为正值，依据模型分析结果如何？,1
当燃料的热值为45 MJ/kg时，根据模型计算燃烧效率应为多少？,1
在干燥温度为50°C、相对湿度为30%、风速为1.0 m/s的条件下，经过10分钟干燥处理后，食品表面水分损失的具体数值是多少？,1
在交通路线规划中，若一辆车以60 km/h的恒定速度行驶，那么完成120公里的行程需要多少小时？,1
某客户存入10000元，年利率为3%，存款期限为5年，按复利计算，到期时的本息总额是多少？,1
在资源利用效率分析中，当资源投入为2.0、成本因子为1.0、增长变量为0.5、衰减因子为0.1时，系统的整体响应值是多少？,1
针对Case3的参数设置，如何判断该单自由度系统在地震激励下的稳定性与响应特性？,1
"在工程分析场景下，已知输入变量 x1=1.0, x2=2.0, x3=0.5, x4=4.0, x5=0.0，该复杂系统模型的响应输出结果为多少？",1
对于一个收入为120万元、成本为90万元、税率为30%的咨询项目，其税后净利润应为多少？,1
"针对某一数据拟合任务，已知输入值为 $ x_1 = -1, x_2 = 0, x_3 = \pi, x_4 = 0, x_5 = 5 $，此时模型的输出结果是多少？",1
在能源转化系统的设计阶段，针对case1的操作参数配置，该系统的能源转化效率预计能达到多少？,1
假设某天广告支出增加到300元，折扣率调整为15%，前一天的订单数量为600单，按照模型计算，当天的预测订单数量是多少？,1
根据提供的模型和case3的数据，case3个体的收缩压预测值是多少？,1
在进行养殖策略评估时，如果当前种群数量为500，食物供应量提升至50，下一个时间步的种群数量将是多少？,1
根据当前的产品用户满意度模型，如果五个指标分别为 x1=8，x2=6，x3=7，x4=9，x5=5，综合评分应该是多少？,1
在热风干燥过程中，当干燥温度为60°C、相对湿度为40%、风速为1.2 m/s时，经过15分钟的干燥时间，食品表面的水分损失总量是多少？,1
"一项金融投资预计在2年后带来15,000元的回报，按照7%的年化折现率计算，其当前的净现值是多少？",1
根据我们建立的油耗预估模型，当发动机排量为1.5L时，车辆的百公里油耗预计是多少？,1
在农业施肥管理中，如果单位面积施肥量为200kg/公顷，预计作物产量是多少吨/公顷？,1
在给定发动机最大驱动力的情况下，当油门开度为0.3，行驶阻力为200N时，车辆的加速度值是多少？,1
当反应温度提升至850、压力为12、催化剂活性为0.7、停留时间达到300时，预期的反应效率值是多少？,1
若烘房温度较低（50摄氏度）且空气湿度较高（75%），喷漆干燥时间是否会显著增加？具体为多少分钟？,1
在当前的工艺条件下，如何准确预测反应器中产物的产率变化趋势，并确保预测结果符合实际工程范围？,1
假设农产品当天的进货量为30单位，而销售单价降低至2.5元，这种情形下一天后的库存量将如何变化？,1
在车辆动力学仿真中，当前车速为70.0 km/h，驾驶员同时施加0.3油门和0.2刹车的情况下，下一时刻的车速应为多少？,1
当施加荷载为15 kN、结构跨度为6米时，估算该条件下的梁挠度值是多少？,1
当光照强度提升至900且土壤含水量为40时，作物的生长速率会达到什么水平？,1
对于某一化工反应，若工艺参数设定为温度750、压力8、催化剂活性0.95、停留时间250，该条件下的反应效率应如何估算？,1
在健康风险评分系统中，case2的各项生理指标对风险值的贡献中，哪一项指标的影响力最大？,1
使用我们的心血管疾病风险评估工具，一名60岁、体重85公斤的个体，他的风险指数应该为多少？,1
若某社区当前有700名易感者、200名感染者和100名康复者，且疾病传播率为0.001，使用SIR模型模拟第3天的感染人数是多少？,1
对于一位45岁、BMI为28、每天静坐10小时、每周运动3小时的个体，其健康风险指数是多少？,1
在交通流仿真中，当交通密度为20 veh/km，道路最大通行密度为100 veh/km时，平均车速是多少？,1
使用模型计算后，case3 的开发潜力得分是多少？,1
当前种群数量为80.0千尾，每时间步投放3.0千尾鱼苗，在环境承载力和增长率一定的情况下，种群数量是否会趋于稳定？,1
某60岁个体的BMI为32，每天静坐12小时，每周仅运动1小时，其健康风险指数是多少？,1
若将原料浓度提升至15%、温度调整为220℃、压力增加到6MPa，此时预测的产出值是多少？,1
比较case1与case3，土壤质量和施肥量的变化是否使case3的产量高于case1？,1
按照现有模型计算，建筑面积为120平方米的房屋价格应该是多少？,1
对于 case1 中的简支混凝土梁，在集中荷载作用下，按照模型计算的最大挠度值是多少？,1
"按照现有的信用评分模型，年收入为30,000元、负债比率达到0.6的客户，其信用评分是多少？",1
当进料浓度为2.5，反应器初始浓度为1.2、温度为295时，CSTR中反应物A在初始时刻的浓度变化率是多少？,1
"在经济预测建模中，给定输入变量 x1=0.5, x2=1.2, x3=2.0, x4=3.0, x5=1.57，该非线性模型的输出值是多少？",1
在给定的操作条件下（case1），系统的热效率是多少？,1
假设某一景点在特定时段内游客呈自然衰减趋势，初始游客数量为800人，速率常数为0.15/小时，10小时后该景点游客数量是多少？,1
某简支梁结构承受8 kN/m的均布荷载，跨度为7米，等效弹性刚度为32000 MPa，请按简化模型计算该结构的最大挠度（单位：毫米）？,1
"在当前平台用户增长管理中，如果现有用户数为10,000，广告日投入为500元，使用用户增长动态模型计算一天后的用户数量是多少？",1
当批发价格为5.0元/公斤时，按照当前的定价机制，建议的零售价格应为多少？,1
在公共卫生干预中，如何利用SIR模型预测某社区慢性病感染人数在未来10天内的变化趋势？,1
在给定污染水平为6.0、绿化覆盖率为40%、人口密度为2000人/平方公里、政策控制力度为0.6的情况下，该区域的生态环境质量指数变化量是多少？,1
当原料浓度为12.5%、温度为190℃、压力为4.5MPa时，根据模型计算得到的反应效率应为多少？,1
在糖尿病流行病学研究中，针对当前健康但易感人群为900人、已患病人群为100人的情况下，如何预测下一阶段感染人数的变化？,1
针对提供的三组测试案例，模型的预测结果是否能够体现出预期的非线性变化与随机扰动影响？,1
在给定 x=-1、y=4，且模型参数设置为 a=3.0、b=0.75 的情况下，系统的输出数值是多少？,1
当油门开度设置为0.8，而外部综合阻力为0.5时，根据动力学模型预测，车辆的瞬时加速度是多少？,1
根据当前的代谢综合征风险评估模型，一位年龄35岁、BMI为24.5的人群其综合风险指数是多少？,1
当资源投入较低（1.0）、成本控制较好（0.5）、增长变量较小（0.1），且处于较长时间阶段（1.0）时，系统的响应值具体为多少？,1
在不同土壤肥力和气候条件下，如何预测特定农田的作物单位面积产量？,1
若车辆当前油门踏板开度为0.8，总阻力增加至800N，此时车辆的加速度为多少？,1
当时间推移到第 5 天，市场供应量减少到 50 时，模型所预测的价格变化率是多少？,1
对于 x=0.0、y=0.0 的输入组合，在设定随机种子的情况下，模型的输出值是多少？,1
在食品加热过程中，已知温度为80℃，加热时间为10分钟，按照水分损失模型计算，此时的水分损失率是多少？,1
根据提供的健康数据，如何计算一位45岁个体的健康风险指数（HRI），并评估其慢性疾病风险水平？,1
在局部给药治疗中，已知某药物的扩散系数为0.1，代谢速率为0.05，给药10分钟后，在距离注射点0.5厘米处的组织中药物浓度是多少？,1
当用户活跃时间达到60分钟时，根据积分模型，此时累计的积分值是多少？,1
在汽车性能评估中，如何根据车辆的行驶速度和载重来预测其百公里油耗？请以case1为例进行计算。,1
基于给定的模拟数据，如何比较不同投喂策略和环境温度对种群增长速率的影响效果？,1
若某反应工况的温度为250°C，压力为6.5 MPa，进料流量为12吨/小时，其对应的能量输出是多少？,1
某建筑构件的尺寸为长度8米、宽度4.5米、高度2.5米，根据模型计算，包含施工损耗的混凝土总用量是多少？,1
利用case3中给出的输入变量，计算该评估对象在综合评分函数中的结果值是多少？,1
若某次干燥操作的参数设置为温度50°C、时间20分钟、初始水分70%、空气流速1.8 m/s，根据现有模型是否可以确定最终水分含量？,1
在农产品批发与零售过程中，针对时间 t=1、市场供应量 q=100 的情况，模型对价格变化率的计算结果是多少？,1
在汽车焊接工艺中，如何确定位置0.25、时间0.0时的温度状态？,1
按照模型表达式计算，case3 所对应的简支混凝土梁在集中荷载下的最大挠度是多少？,1
在天气评分为8.5、人群密度为3.0的情况下，游客的满意度评分预测值是多少？,1
一家银行推出5年期定期存款产品，年利率为3%，若客户投资20000元，到期时客户可获得的本息合计金额是多少？,1
如果某天广告投入增加到7000元，且前一天的订单量为150单，我们预计当天的订单量会是多少？,1
如果食品在120℃下加热30分钟，根据现有的水分损失模型，可以预测其水分损失率是多少？,1
利用模型计算，case2中学习时长、出勤率、测验成绩和课堂参与度综合影响下的学生成绩预测值是多少？,1
在结构性能评估中，给定荷载100 kN、温度25℃、湿度60%的条件下，该工况下的结构响应值是多少？,1
一个简支梁结构的跨度为5米，承受15 kN/m的均布荷载，其等效弹性刚度为25000 MPa，请根据工程常用估算方法求出该结构的最大挠度（单位：毫米）？,1
在当日开放时长为10小时的情况下，如果气温为22度、人流量等级为4、景区吸引力评分为8，并且正在举办特别活动，预测的游客平均停留时间是多少？,1
按照现有的评分模型，当各项指标分别为 x1=10，x2=10，x3=8，x4=7，x5=9 时，综合评分是多少？,1
一个订单中商品单价为50元，销售数量为5件，没有折扣，运费为10元，计算该订单的总收益是多少？,1
case2中的客户信用评分大概是多少？,1
case3的房屋面积为150平方米，有4间卧室、3间浴室，位于30层，房龄为2年，按照模型计算，预测价格应为多少万元？,1
当烘房温度升高至70摄氏度且空气湿度达到60%时，喷漆干燥时间将如何变化？,1
使用显式欧拉法进行数值求解时，Case2的初始位移和速度对结构的动力响应结果有何具体影响？,1
若食品加热时间延长至30分钟，其水分损失率预计会达到多少？,1
若将利率调整为0.03、波动率调整为0.15、时间调整为3年、流动性调整为10，资产价格的变化率会变为多少？,1
在车辆动力学仿真中，针对某一时刻车辆速度为60.0 km/h，油门开度为0.6且未踩刹车的情况下，下一时刻的车速应为多少？,1
在使用满意度评估模型进行计算时，若输入的五个特征值分别为 x1=4，x2=7，x3=6，x4=5，x5=8，最终的综合评分结果是多少？,1
在一个动态系统中，已知当前输入为2，上一时刻输入为1，上一时刻系统输出为0.5，系统参数为a=0.8，b=-0.3，c=0.5，d=0.1，请计算当前时刻系统的输出值？,1
根据当前的医疗数据模型，一位72岁、BMI为28.3、合并症数量为3、接受了手术、病情严重程度为5的患者，预计住院天数是多少？,1
如果将干燥温度提高至70°C，同时将环境相对湿度调整为60%，风速为1.5 m/s，运行20分钟后食品表面的水分蒸发量是多少？,1
若将资源投入提高至3.5，成本因子为2.0，增长变量为1.0，时间因子为0.5，此时资源利用系统的响应值应为多少？,1
在食品加工过程中，如何预测在2小时时微生物的浓度（CFU/g）？,1
若将反应温度降低至750 K，同时将压力调整为8 bar，并延长停留时间为15秒，反应物浓度为1.5 mol/L时，此时的产物收率应为多少？,1
在社交媒体传播分析中，case1的累积影响评分是多少？,1
在电路响应分析中，系统受到单位阶跃输入作用且环境扰动幅值为0的情况下，若衰减系数为0.8、输入增益为0.5、扰动频率为2.0，经过10秒后系统的状态值是多少？,1
如果将操作条件调整为case2所描述的参数组合，系统的能源转化效率会比case1高还是低？,1
溶解氧浓度和摄食量对鱼类日增重的影响在模型中如何体现？,1
针对学时15小时、参与度90、初始知识水平85的情况，模型预测的学习效果得分是多少？,1
"某投资项目在1年后将产生10,000元的现金流，若使用5%的年折现率计算，该项目的净现值应为多少？",1
在制动系统动力学仿真中，若车辆质量为1500 kg，施加制动力为4500 N，初始速度为30.0 m/s，求10秒后的车辆速度值。,1
当混凝土梁的截面有效高度增加至500 mm，且其他参数保持不变（混凝土强度30 MPa，截面宽度250 mm），此时梁的抗弯承载力为多少？,1
在农产品批发与零售业务中，如果某天的实际价格为8.5元，相比基准价格的销量变化预计是多少？,1
在上午10点，温度为22℃，人流量为1.5人/平方米的情况下，游客的舒适度是多少？,1
在CSTR反应器设计中，如何根据初始浓度和温度预测反应物A在t=0时刻的浓度变化趋势？,1
case3中的客户信用评分大概是多少？,1
在电子商务广告投放优化中，给定 case1 的输入特征，用户点击广告后完成购买的实际概率是多少？,1
根据构建的学生学习效果评估模型，case1中的学生在课程中的综合表现为多少分？,1
在当前的农业生态系统模拟中，case1条件下作物生物量的增长速率是多少？,1
在物流调度过程中，若一辆车以60 km/h的恒定速度行驶，完成180公里的运输任务需要多少小时？,1
某咨询服务项目预计收入为80万元，成本为50万元，适用税率为20%，请问该项目税后净利润预计为多少？,1
如果将广告投入翻倍至1000元，并保持折扣率为0.5，case2的转化率表现会如何？,1
case1中的客户信用评分大概是多少？,1
为了评估不同材料对墙体热传导的影响，已知某材料在x=3.1416的位置，经过t=2.0小时后，导热参数k=0.05，此时的温度值是多少？,1
如果一位用户在平台上的行为持续了15分钟，系统应该发放多少积分作为奖励？,1
在农产品每日经营中，如果当天进货量为20单位、销售单价为5.0元时，一天后的库存量会是多少？,1
在食品干燥工艺中，如何根据给定的温度60℃、湿度40%和干燥时间30分钟预测水分保留率？,1
在材料热响应分析中，给定热传导模型的时间为 $ t = 1 $，扩散系数为 1，空间位置 $ x = 1.0 $ 处的温度测量结果应为多少？,1
若本金为50000元，年利率3%，存款年限为5年，计算该笔定期存款到期时的本息总额为多少？,1
在大气污染评估中，如何根据初始污染物浓度为100的情况下，预测某一时刻的残留浓度？,1
基于模型输入参数，case3中学生的最终学习成果得分是多少？,1
如果某款车型搭载了2.0L的发动机，基于我们的油耗估算模型，其百公里油耗应为多少？,1
若初始种群数量为20.0千尾，每时间步投放10.0千尾鱼苗，经过若干时间步后，种群数量是否可以接近环境承载力？,1
在进行建筑节能设计模拟时，某墙体位置x=1.5708处经过t=1.0小时后，材料导热参数k=0.2，请问此时该位置的温度值是多少？,1
若光照强度下降至600且土壤含水量仅为10，作物的生长速率会受到多大影响？,1
"某企业预计在3年后获得20,000元的现金流入，若以6%作为折现率，该笔现金流的现值应为多少？",1
在环境管理决策中，如何量化评估第三个工业项目的潜在环境影响？,1
在给定条件下，采用Logistic增长模型计算一个生物种群的增长动态，初始种群数量为300，环境承载力为500，此时种群的增长速率是多少？,1
为了优化食品加工中的温度控制，需评估不同参数下的温度变化，已知位置为 0.5，加热时间为 30，材料热扩散系数为 0.02，此时的温度响应应为多少？,1
利用模型分析，在饵料浓度较低而水温较高的情况下，鱼类种群是否会出现增长受限的情况？,1
根据当前的健康风险评分模型，case1个体的综合健康风险评分是多少？,1
某建筑工程中有一个结构，长度为10米，宽度为5米，高度为3米，考虑施工过程中的材料损耗，混凝土的总用量应为多少？,1
在气相反应过程中，当温度为850 K、压力为12 bar、反应物浓度为2.0 mol/L、停留时间为10秒时，产物收率是多少？,1
在固定随机种子的条件下，输入变量 x=1.0、y=2.0 时系统的输出值是多少？,1
一名30岁的个体，BMI为22，每天静坐6小时，每周运动5小时，他的健康风险指数应为多少？,1
在 case2 的环境条件下，作物的生长速率是多少？,1
根据我们构建的偏微分方程定价模型，在标的资产价格为100、行权价为100、到期时间为1年、无风险利率为5%的情况下，该衍生品的理论价格应为多少？,1
若土壤含水量降低至50，同时氮含量提高至40且温度上升到40℃，经过30天后作物的生长速率是多少？,1
在城市交通管理中，若一辆车以60 km/h的恒定速度行驶，通过30公里的路段需要多少小时？,1
针对初始水分含量为25.0%，环境条件下最终平衡水分含量为6.0%的干燥过程，如何通过动力学模型确定其干燥速率特性？,1
当景区当日开放时长为8小时，气温达到30度、人流量等级为7、景区吸引力评分下降至6分且未举办特别活动时，游客的平均停留时间预计是多少？,1
